"Code" "Site" "Location" "River" "Date" "H" "Na" "K" "Mg" "Ca" "Sr" "Ba" "NH4" "Cl" "NO3" "PO4" "SO4" "HCO3" "TOC"
"134" 12035947 120 "At" "Anoia" "01.06.1998" 1.905461e-08  289.400  20.5600  56.900 168.28  2.52000 0.053509 4.044703e+00  381.956971   8.1173547  9.98257974  431.68558 461.2000  7.764
"135" 12035977 120 "At" "Anoia" "01.07.1998" 1.318257e-08  298.100  25.4900  60.420 171.90  2.10100 0.038500 7.412841e-01  370.044988   2.6968533  9.90229089  322.24689 500.9000  8.824
"136" 12036008 120 "At" "Anoia" "01.08.1998" 1.621810e-08  293.100  29.8100  49.340 143.30  1.70400 0.044036 3.903038e-01  406.114813   4.7927468 14.43861064  353.79375 441.6000 10.410
"137" 12036039 120 "At" "Anoia" "01.09.1998" 1.548817e-08  359.800  40.8000  53.320 157.46  2.03400 0.027764 4.847923e-01  407.591149   7.0057753 13.28780386  363.06586 506.8000  9.647
"138" 12036069 120 "At" "Anoia" "01.10.1998" 1.230269e-08  128.960  17.0380  19.616 104.94  1.87440 0.076148 3.033226e-01  447.024527  58.7669039 17.97131982  342.83693 402.1000  8.313
"139" 12036100 120 "At" "Anoia" "01.11.1998" 1.071519e-08  355.600  35.7600  52.700 185.86  2.14200 0.027597 5.467912e-01  487.310972   1.2032696 11.98980087  352.00456 505.4000  8.982
"140" 12036130 120 "At" "Anoia" "01.12.1998" 1.995262e-08  188.800  29.4000  49.360 138.40  1.66500 0.059671 1.508421e+00  318.384796   3.4210553  4.95114545  457.19765 356.8000  7.425
"141" 12036161 120 "At" "Anoia" "01.01.1999" 1.348963e-08  200.000  44.0600  81.660 168.82  2.03400 0.075246 1.657609e+00  252.798141   8.8721776  1.33814742  315.77284 480.2000  7.233
"142" 12036251 120 "At" "Anoia" "01.04.1999" 9.794900e-09  218.000  57.5000  68.940 132.32  1.64800 0.043652 1.438251e+00  319.905922   4.8482572 12.57858573  243.55813 469.5000  9.800
"143" 12036373 120 "At" "Anoia" "01.08.1999" 1.548817e-08  283.600  25.5600  51.100 151.64  1.61340 0.011835 2.304113e-01  432.240091  42.6051666 26.49531888  357.34754 393.7000  8.614
"144"  2535582  25 "Cardener" "Cardener" "01.06.1997" 5.011872e-09   12.940   1.3300  11.970  79.99  1.29872 0.043830 6.603710e-02   20.319865   1.4770094  0.05352590   86.62960 163.8811  0.946
"145"  2535612  25 "Cardener" "Cardener" "01.07.1997" 6.309573e-09   11.620   0.7879  11.330  77.05  1.40917 0.043190 5.453032e-01   18.424568   1.0571919  0.04014300   78.90728 182.0168  2.519
"146"  2535765  25 "Cardener" "Cardener" "01.12.1997" 1.164126e-08    9.310   0.9474  11.590  84.14  1.18200 0.059544 3.282943e-02   16.019615   1.5621454  0.02676295   82.22521 189.8000  0.861
"147"  2535916  25 "Cardener" "Cardener" "01.05.1998" 9.120108e-09   10.990   1.1200   9.572  75.07  1.09400 0.027285 5.063025e-02   16.696510   1.4214498  0.04014442   81.87869 166.3000  0.863
"148"  2535947  25 "Cardener" "Cardener" "01.06.1998" 7.413102e-09    9.566   0.7304   9.486  73.54  1.12100 0.033739 4.176809e-02   13.318301   1.3813020  0.09367032   89.54983 176.8000  1.216
"149"  2535977  25 "Cardener" "Cardener" "01.07.1998" 6.760830e-09   11.950   0.6470   9.670  75.79  1.18100 0.028751 7.061861e-02   16.346674   1.1452491  0.06690737   85.16448 177.7000  0.990
"150"  2536100  25 "Cardener" "Cardener" "01.11.1998" 6.456542e-09   14.990   1.2170  11.010  81.87  1.35200 0.058417 6.692494e-02   22.070459   1.6085396  1.28462152  100.70504 177.2000  1.325
"151"  2536251  25 "Cardener" "Cardener" "01.04.1999" 1.148154e-08   12.280   0.5916  13.250  87.49  1.30000 0.038282 1.199042e-02   13.057621   1.1074779  0.13381474   77.52144 177.9000  0.826
"152"   135582   1 "Cardener" "Cardener" "01.06.1997" 5.011872e-09   23.100   2.4300  16.410  83.79  1.41418 0.045620 7.613202e-02   36.270707   6.5626958  0.16057769   76.20136 192.0244  2.140
"153"   135612   1 "Cardener" "Cardener" "01.07.1997" 7.943282e-09   89.820  12.1900  20.660  87.66  1.79127 0.058510 1.751206e-01  181.306340   6.7747901  0.14719100   95.85381 237.5921  2.558
"154"   135674   1 "Cardener" "Cardener" "01.09.1997" 1.000000e-08  265.400  18.0000  20.340  84.81  1.38500 0.058239 7.000887e-02  505.418735   2.8378741  0.09367032  117.08715 204.9784  1.636
"155"   135735   1 "Cardener" "Cardener" "01.11.1997" 2.187762e-08  340.400  21.7100  21.120  90.11  1.40500 0.059680 1.236202e-01  564.932551   0.6254996  0.14719622  144.76762 194.0800  2.447
"156"   135765   1 "Cardener" "Cardener" "01.12.1997" 7.161434e-09  116.800  11.2100  21.990  92.80  1.54600 0.057321 2.413594e-02  221.727191   2.3377114  0.58878486  112.70763 183.6300  0.862
"157"   135827   1 "Cardener" "Cardener" "01.02.1998" 2.511886e-08   36.140   4.1080  17.170  85.64  1.41900 0.055597 3.357689e-01   48.567219   9.8336562  0.25424801   81.21400 207.8000  2.431
"158"   135855   1 "Cardener" "Cardener" "01.03.1998" 7.079458e-09   74.540  10.3700  23.010  95.17  1.71400 0.053700 4.756280e-03  128.989548   7.9065114  0.13381474   92.52176 199.2000  2.911
"159"   135916   1 "Cardener" "Cardener" "01.05.1998" 1.122018e-08   58.500   7.4880  21.570  91.00  1.67200 0.054239 1.026936e-01  124.861842   2.6143099  0.09367032  109.71513 187.0000  2.848
"160"   135947   1 "Cardener" "Cardener" "01.06.1998" 1.174898e-08   50.580   5.9400  16.790  80.30  1.42200 0.050615 8.379116e-02   96.423481   2.6868213  0.17395916  102.07276 188.0000  1.845
"161"   135977   1 "Cardener" "Cardener" "01.07.1998" 7.762471e-09  166.100   9.0870  13.200  74.49  1.27800 0.040175 3.565005e-02  236.747247   2.5906513  0.10705179  108.67911 188.4000  2.449
"162"   136039   1 "Cardener" "Cardener" "01.09.1998" 1.258925e-08   59.750   6.6580  16.350  82.94  1.48800 0.047223 5.626647e-02  100.930091   5.9974159  0.12043327  114.32718 179.3000  2.549
"163"   136069   1 "Cardener" "Cardener" "01.10.1998" 1.995262e-08  189.700  13.4100  15.530  80.94  1.44200 0.048832 2.451471e+00  284.439329   2.4729750  0.28101096  113.43896 206.5000  4.437
"164"   136100   1 "Cardener" "Cardener" "01.11.1998" 1.621810e-08   49.450   6.6660  17.290  85.98  1.59500 0.128317 5.469936e-02  117.961239  38.9006985  1.09728088   79.83409 176.7000  1.414
"165"   136161   1 "Cardener" "Cardener" "01.01.1999" 1.995262e-08   57.470   6.8510  18.320  90.31  1.40200 0.045604 4.582323e-01   96.685845   4.8859254  0.26762948  124.69832 182.4000  3.363
"166"   136251   1 "Cardener" "Cardener" "01.04.1999" 1.527566e-08   20.670   1.7890  15.020  83.30  1.42300 0.040530 1.597940e-02   28.428202   2.5102908  0.53525897  106.82731 167.8000  1.399
"167"   136373   1 "Cardener" "Cardener" "01.08.1999" 2.570396e-08   12.230   0.9890  12.280  77.17  1.39200 0.044741 8.235945e-02   15.215706   2.7101033  0.13381474   83.35428 177.4000  0.894
"168" 11935582 119 "Cardener" "Cardener" "01.06.1997" 7.943282e-09  360.400  87.9700  60.780 107.40  2.87704 0.052140 1.115338e-01  841.264452   3.6827309  0.38806275  114.85967 205.7404  3.228
"169" 11935612 119 "Cardener" "Cardener" "01.07.1997" 6.309573e-09  742.000  96.5800  60.040 129.50  3.29023 0.065570 5.820316e-01 1222.341053   4.0644011  0.30776300  139.60332 259.6901  3.042
"170" 11935643 119 "Cardener" "Cardener" "01.08.1997" 5.011872e-09  281.400  62.7600  40.550  87.07  1.85400 0.082877 6.080172e-02  736.625962   6.6691787  0.40144423  102.91061 212.9032  2.572
"171" 11935674 119 "Cardener" "Cardener" "01.09.1997" 3.981072e-09  248.000  59.9200  47.320  95.83  2.26100 0.068432 1.064850e-01  520.585759   3.0717614  0.17395916  117.57671 217.8308  2.173
"172" 11935704 119 "Cardener" "Cardener" "01.10.1997" 4.168694e-09  294.500  76.2600  45.630  88.50  1.96800 0.061591 5.567488e-02  647.403053   4.0168750  0.38806275  132.69001 185.9300  2.467
"173" 11935735 119 "Cardener" "Cardener" "01.11.1997" 7.762471e-09  375.900  79.6400  52.850 100.70  2.30500 0.083841 1.346491e-01  728.020536   1.5415007  0.17395916  152.05241 203.3000  2.047
"174" 11935765 119 "Cardener" "Cardener" "01.12.1997" 1.238797e-08  437.200 130.2000  70.330 104.30  2.45200 0.062970 2.105069e-01  900.590388   4.1271790  0.40144423  131.84881 199.2600  2.367
"175" 11935796 119 "Cardener" "Cardener" "01.01.1998" 5.128614e-08  365.500  77.9100  51.530  96.34  2.04100 0.167348 3.420235e-02  793.948716   9.7074722  0.25424801  149.60627 213.1900  2.492
"176" 11935827 119 "Cardener" "Cardener" "01.02.1998" 7.244360e-09  291.000  48.4800  36.530  95.74  2.00400 0.060866 2.133689e-01  505.682836   9.1502627  0.13381474  126.80387 203.9000  3.157
"177" 11935855 119 "Cardener" "Cardener" "01.03.1998" 8.128305e-09  319.900  60.3000  47.420  98.39  2.34000 0.065800 8.379902e-02  718.542310   7.5109549  0.13381474  121.76010 211.7000  2.502
"178" 11935886 119 "Cardener" "Cardener" "01.04.1998" 8.128305e-09  283.300  63.4700  44.860  93.67  2.15500 0.054300 3.686760e-01  654.538204   3.4562785  0.45497012   88.91393 197.7000  2.508
"179" 11935916 119 "Cardener" "Cardener" "01.05.1998" 8.912509e-09  139.000  12.3900  18.800  79.76  1.49600 0.047837 8.813068e-02  265.836850   3.2419067  0.28101096  116.68862 188.7000  2.034
"180" 11935947 119 "Cardener" "Cardener" "01.06.1998" 9.549926e-09  262.800  65.1400  46.140  88.18  2.06200 0.049131 2.320439e-01  570.475138   1.2282762  0.30777391  122.46326 191.5000  1.541
"181" 11935977 119 "Cardener" "Cardener" "01.07.1998" 7.943282e-09  194.600  45.7400  35.670  93.03  1.92500 0.044966 1.659985e-01  385.125798   3.0933868  0.17395916  118.58424 191.7000  1.771
"182" 11936008 119 "Cardener" "Cardener" "01.08.1998" 1.023293e-08  228.400  54.0000  37.380  83.96  1.82700 0.051778 2.316984e-01  493.616366   3.3212814  0.25424801  122.65606 193.9000  1.349
"183" 11936039 119 "Cardener" "Cardener" "01.09.1998" 1.000000e-08  269.200  59.2000  39.560  89.36  2.05200 0.050479 6.138431e-02  482.731558   4.7213728  0.25424801  130.72504 191.4000  3.258
"184" 11936069 119 "Cardener" "Cardener" "01.10.1998" 1.659587e-08  562.000 217.6500 104.500 108.40  2.84800 0.062489 1.485061e-01 1391.620825   4.3034455  0.12043327  160.24523 175.2000  2.359
"185" 11936100 119 "Cardener" "Cardener" "01.11.1998" 9.332543e-09  203.200  56.2100  40.550  92.40  2.12400 0.111302 1.767202e-01  458.109049   1.1875167  0.29439243  120.91948 177.3000  1.774
"186" 11936251 119 "Cardener" "Cardener" "01.04.1999" 1.415794e-08  210.400  63.2800  47.860  93.28  2.08400 0.040494 1.597940e-02  461.006171   1.2469863  0.26762948  126.91646 165.6000  1.457
"187" 11936373 119 "Cardener" "Cardener" "01.08.1999" 2.398833e-08  129.800  37.9800  33.010  90.33  1.92000 0.045321 8.235945e-02  292.239959   2.5308273  0.26762948  124.29902 184.3000  0.650
"188"   235582   2 "Cardener" "Cardener" "01.06.1997" 2.511886e-08  263.200  56.3500  47.850 112.30  2.45100 0.050680 3.375015e+00  422.399560   6.8846652  1.43181774  150.54424 215.1384  5.365
"189"   235612   2 "Cardener" "Cardener" "01.07.1997" 1.258925e-08  958.100  75.9700  51.710 140.20  3.28460 0.063120 2.867584e+00 1544.208019  42.1213284  1.15076600  184.73652 272.3901  3.833
"190"   235643   2 "Cardener" "Cardener" "01.08.1997" 1.000000e-08  321.800  65.1100  51.120 113.40  2.30200 0.095404 1.798360e+00  634.926686   7.8706077  1.27124005  164.80065 232.5629  3.360
"191"   235674   2 "Cardener" "Cardener" "01.09.1997" 5.011872e-09  260.600  58.4600  43.150 103.80  2.07100 0.065702 1.034634e+00  538.839315  14.2395246  1.45858069  180.94524 233.6805  2.235
"192"   235704   2 "Cardener" "Cardener" "01.10.1997" 1.584893e-08  261.000  62.5600  50.560 117.80  2.40500 0.069987 1.233394e-02  487.165733  14.6575081  0.74936255  185.57612 195.7700  4.553
"193"   235735   2 "Cardener" "Cardener" "01.11.1997" 6.918310e-08  261.700  60.2600  47.190 107.60  2.17600 0.059252 2.467832e+00  539.122948   7.8716236  1.95369523  210.18699 210.8800  3.492
"194"   235765   2 "Cardener" "Cardener" "01.12.1997" 8.317638e-09  261.300  60.4700  50.230 112.10  2.22000 0.058733 8.084934e+00  560.507908  13.8383718  1.81988049  191.79876 247.5000  5.066
"195"   235796   2 "Cardener" "Cardener" "01.01.1998" 3.630781e-08  302.400  57.8100  46.910 102.30  2.04900 0.059596 1.764260e+00  640.818394  13.0328955  0.78950698  195.82251 239.1000  3.904
"196"   235827   2 "Cardener" "Cardener" "01.02.1998" 6.456542e-08  317.000  57.7600  46.120 107.90  2.20800 0.629875 2.781495e+00  506.046056  19.3465131  1.05713646  134.87355 230.7000  3.910
"197"   235855   2 "Cardener" "Cardener" "01.03.1998" 1.479108e-08  304.000  52.8700  47.820 112.40  2.36700 0.060400 3.645639e+00  518.172445  10.4547464  1.49872511  162.78797 241.0000  3.835
"198"   235886   2 "Cardener" "Cardener" "01.04.1998" 6.025596e-08  225.700  49.9600  41.730 103.30  2.09900 0.053300 4.552166e+00  484.078852   6.3150364  2.00722113  153.99296 228.7000  4.943
"199"   235916   2 "Cardener" "Cardener" "01.05.1998" 1.023293e-07  268.700  57.8800  44.210 105.10  2.15700 0.052300 1.100195e+01  522.440329   5.2656660  2.00722113  178.06333 193.2000  5.171
"200"   235947   2 "Cardener" "Cardener" "01.06.1998" 1.348963e-08  254.600  57.2400  44.060 103.78  2.14400 0.054445 4.036596e+00  519.878707  25.5580940  0.88317730  397.31729 220.1000  3.583
"201"   235977   2 "Cardener" "Cardener" "01.07.1998" 3.467369e-08  208.500  48.0400  37.590  96.33  1.98700 0.051539 2.352475e+00  394.811258   6.5771463  1.35152889  164.58136 204.4000  3.738
"202"   236008   2 "Cardener" "Cardener" "01.08.1998" 4.365158e-08  186.300  43.8600  34.010  93.52  1.81200 0.050767 2.453537e+00  402.713343   6.3502651  2.10089145  148.93494 216.2000  3.419
"203"   236039   2 "Cardener" "Cardener" "01.09.1998" 3.162278e-08  231.400  51.6200  37.840 104.10  2.02400 0.051387 3.135971e+00  454.521091   0.7871620  1.77973607  146.20054 190.4000  3.052
"204"   236069   2 "Cardener" "Cardener" "01.10.1998" 3.890451e-08  153.200  39.7600  30.120  86.97  1.62700 0.151101 4.411845e+00  309.073301   1.5010608  1.77973607  136.42331 186.0000  5.620
"205"   236130   2 "Cardener" "Cardener" "01.12.1998" 7.762471e-08  200.000  47.6200  36.980 105.20  2.14700 0.050162 6.132630e+00  374.581590  27.3274501  2.26146914  201.05793 184.6000  5.270
"206"   236161   2 "Cardener" "Cardener" "01.01.1999" 4.897788e-08  535.200  66.0700  37.750 105.70  1.92600 0.055182 3.022967e+00  844.450355  17.5982435  1.47196216  154.68055 175.1000  3.913
"207"   236251   2 "Cardener" "Cardener" "01.04.1999" 1.510080e-08  178.300  46.9000  41.600 110.20  2.03900 0.043290 6.167295e+00  351.018567  20.4914422  2.40866535  184.10608 181.9000  3.741
"208"   236373   2 "Cardener" "Cardener" "01.08.1999" 2.630268e-08  116.400  31.6600  28.730  92.30  1.80900 0.053132 1.983374e+00  218.321811  11.5139800  2.27485061  105.36882 193.9000  3.433
"209"  4535582  45 "Ct" "Cardener" "01.06.1997" 3.981072e-09   15.780   3.1900  23.370  88.72  1.36750 0.070940 9.772121e-02   23.775839  12.8347943  0.02676295  129.18872 183.1344  2.256
"210"  4535674  45 "Ct" "Cardener" "01.09.1997" 6.309573e-09    6.170   2.2760  15.550  67.14  0.90200 0.073387 1.983168e-02   10.216951   3.9069179  0.22748506   83.98462 180.4420  1.589
"211"  4535735  45 "Ct" "Cardener" "01.11.1997" 1.412538e-08    7.282   2.0840  17.990  84.08  1.13900 0.077112 4.569196e-02    7.657765   2.3355608  0.02676295  106.50939 186.1600  1.019
"212"  4535765  45 "Ct" "Cardener" "01.12.1997" 1.545254e-08   10.810   1.8940  20.430  91.26  1.22200 0.083628 1.989786e-02   11.785706   6.5165451  0.04014442  120.10376 207.1300  2.043
"213"  4535855  45 "Ct" "Cardener" "01.03.1998" 5.754399e-09    9.526   1.5640  19.470  85.85  1.17200 0.073800 1.750547e-02   12.096145   9.6666654  0.02676295   96.27654 207.1000  1.879
"214"  4535916  45 "Ct" "Cardener" "01.05.1998" 7.244360e-09    9.749   1.7030  18.510  81.25  1.17800 0.075245 4.065671e-02   10.799608  13.1957264  0.08028885  127.56579 180.3000  2.706
"215"  4535947  45 "Ct" "Cardener" "01.06.1998" 7.585776e-09   14.650   2.7880  19.670  84.18  1.13800 0.085114 7.502344e-02   16.572870  19.4922094  0.06690737  126.53559 213.2000  3.343
"216"  4535977  45 "Ct" "Cardener" "01.07.1998" 7.413102e-09   15.380   2.1390  20.600  85.99  1.17500 0.079696 3.565005e-02   19.010659  22.4676021  0.06690737  129.04066 203.1000  2.053
"217"  4536039  45 "Ct" "Cardener" "01.09.1998" 9.120108e-09   14.030   2.6800  18.800  79.99  1.10900 0.074854 4.600882e-02   17.823784   5.7857885  0.04014442  134.00961 191.4000  3.153
"218"  4536100  45 "Ct" "Cardener" "01.11.1998" 9.549926e-09   15.620   2.3680  20.400  95.43  1.35600 0.087440 6.692494e-02   49.634959   9.7924149  4.50955680  193.98132 201.6000  1.744
"219"  4536130  45 "Ct" "Cardener" "01.12.1998" 1.202264e-08   17.270   2.2000  21.120  97.68  1.41800 0.081121 1.214581e-01   28.480610  15.7865528  0.12043327  209.87107 210.0000  2.139
"220"  4536161  45 "Ct" "Cardener" "01.01.1999" 8.128305e-09    5.850   1.3250  14.420  87.39  0.88380 0.053855 1.262257e-01    5.441236   2.6103513  0.13381474   88.92408 211.4000  2.739
"221" 12635582 126 "Ct" "Cardener" "01.06.1997" 7.943282e-09   77.920  10.4100  36.200 124.90  2.69771 0.063200 1.316321e-01   97.598275  15.4139959  4.40250501  182.66881 334.8743  7.890
"222" 12635612 126 "Ct" "Cardener" "01.07.1997" 6.309573e-09   34.740  11.5400  19.360  70.70  1.51503 0.054880 1.343734e+00   59.761605  27.5282449  3.13115400   84.74307 229.3117  9.266
"223" 12635674 126 "Ct" "Cardener" "01.09.1997" 6.309573e-09  113.300  14.3200  32.680 129.30  2.55100 0.090528 4.723234e-02  135.779310  30.0303147  5.86108569  178.14144 323.3934  8.496
"224" 12635704 126 "Ct" "Cardener" "01.10.1997" 5.888437e-09  147.900  17.7700  28.800 120.50  2.19900 0.104539 2.472178e-01  194.833963  64.7916318  8.17608072  228.07370 293.6000 13.600
"225" 12635735 126 "Ct" "Cardener" "01.11.1997" 1.659587e-08  114.500  14.8700  28.220 117.80  2.18400 0.088282 2.517739e-01  168.796695  36.8444902  7.35981080  171.14701 290.7100 10.240
"226" 12635765 126 "Ct" "Cardener" "01.12.1997" 1.399587e-08  133.700  15.8300  32.560 133.30  2.54900 0.078449 3.049207e+00  152.295815  21.6888923  7.44009964  181.98423 320.3800 14.260
"227" 12635796 126 "Ct" "Cardener" "01.01.1998" 3.801894e-08   73.260   7.5130  37.100 122.80  2.16700 0.112156 2.245583e-02  123.208846  75.3164841  2.02060260  185.24121 342.1700  6.456
"228" 12635827 126 "Ct" "Cardener" "01.02.1998" 7.244360e-09   58.890   8.6760  33.400 122.20  2.17500 0.092944 1.591560e-01   76.541597  54.8735873  2.48895420  130.67381 320.1000  6.216
"229" 12635855 126 "Ct" "Cardener" "01.03.1998" 5.623413e-09   73.230   7.9380  39.330 132.40  2.55900 0.100000 3.598209e-03   91.523032  55.9509507  2.19456177  121.87836 291.6000  7.458
"230" 12635886 126 "Ct" "Cardener" "01.04.1998" 4.786301e-09   96.580  11.4300  35.220 123.90  2.48900 0.090000 3.807888e-03  145.433314  28.2846134  3.02421316  163.82565 297.0000  8.648
"231" 12635916 126 "Ct" "Cardener" "01.05.1998" 1.000000e-08  120.200  10.5700  32.870 116.80  2.32200 0.076579 8.813068e-02  190.137718  30.7016228  4.20178289  176.67226 347.9000  8.389
"232" 12635947 126 "Ct" "Cardener" "01.06.1998" 8.317638e-09  120.300  11.2200  31.380 113.30  2.26700 0.080769 1.099011e-01  145.630050   9.1886510  7.19923311  166.79423 316.8000  8.795
"233" 12635977 126 "Ct" "Cardener" "01.07.1998" 8.709636e-09  137.900   8.6140  34.220 124.20  2.46100 0.040495 7.970132e-02  165.565207   0.5004867  7.66758471  180.44840 377.2000 10.640
"234" 12636008 126 "Ct" "Cardener" "01.08.1998" 1.621810e-08   52.650   6.9200  17.790  75.24  1.39900 0.044388 1.713771e+00   67.746174   9.5779171  7.73449208  104.78409 200.7000 11.790
"235" 12636039 126 "Ct" "Cardener" "01.09.1998" 1.174898e-08   62.740  13.9500  21.050  79.80  1.74800 0.049127 5.626647e-02   68.224938   5.2310531 11.69540843  107.93568 242.2000  9.582
"236" 12636161 126 "Ct" "Cardener" "01.01.1999" 1.096478e-07   42.990  11.6100  14.040  62.70  0.94930 0.032439 5.967483e+00   48.695719  14.6312263  3.47918329   73.78353 131.5000  8.696
"237" 12636251 126 "Ct" "Cardener" "01.04.1999" 2.443431e-08  138.300  16.7900  28.030 126.10  2.17800 0.053761 1.597940e-02  214.361218  66.3308857  9.90229089  221.65626 270.3000 15.720
"238" 12636373 126 "Ct" "Cardener" "01.08.1999" 2.249055e-08  102.700  13.9900  19.410  88.69  1.69600 0.029113 1.059312e-01  123.190078  15.4344967 11.10662357  140.48633 281.1000  9.785
"239" 11735582 117 "UpperLLobregat" "UpperLLobregat" "01.06.1997" 6.309573e-09    4.650   1.2500   5.210  64.63  0.19224 0.017300 8.017757e-02    2.166462   1.4776146  0.44158865   21.48496 162.8651  1.438
"240" 11735612 117 "UpperLLobregat" "UpperLLobregat" "01.07.1997" 5.011872e-09    4.956   0.8273   7.086  63.48  0.32860 0.035040 1.528712e-01    9.565912   1.7690303  0.16057200   42.95918 197.3076  1.916
"241" 11735643 117 "UpperLLobregat" "UpperLLobregat" "01.08.1997" 5.011872e-09    2.233   0.7421   5.417  58.52  0.25110 0.090979 1.132194e-01    4.772695   1.8397726  0.32115538   26.90822 188.6716  0.630
"242" 11735674 117 "UpperLLobregat" "UpperLLobregat" "01.09.1997" 3.981072e-09    3.383   0.7667   6.623  65.84  0.29420 0.125700 1.750386e-01    2.779740   2.1623626  0.22748506   41.72790 189.8400  2.390
"243" 11735704 117 "UpperLLobregat" "UpperLLobregat" "01.10.1997" 2.137962e-09    3.634   0.1877   7.219  58.87  0.30620 0.028405 2.231826e-02    3.717794   3.6911999  0.28101096   33.16962 171.7800  1.930
"244" 11735735 117 "UpperLLobregat" "UpperLLobregat" "01.11.1997" 8.912509e-09    3.172   0.1031   5.938  63.79  0.26600 0.027594 1.179159e-01    7.787766   1.3547183  0.12043327   25.75060 171.2900  1.650
"245" 11735765 117 "UpperLLobregat" "UpperLLobregat" "01.12.1997" 6.501297e-09    4.732   0.4696   6.587  63.78  0.30530 0.027706 6.744809e-02    5.466521   0.1929691  0.21410359   33.76586 172.7600  1.117
"246" 11735796 117 "UpperLLobregat" "UpperLLobregat" "01.01.1998" 7.244360e-08    4.397   0.1169   7.829  65.21  0.43120 0.102512 9.259401e-02    4.674312   1.6412191  0.12043327   59.83835 179.2500  2.122
"247" 11735827 117 "UpperLLobregat" "UpperLLobregat" "01.02.1998" 4.786301e-09    5.341   1.3550   9.059  72.61  0.55610 0.027399 1.645537e-01    8.293853   1.7343856  0.14719622   56.84118 194.0000  2.107
"248" 11735916 117 "UpperLLobregat" "UpperLLobregat" "01.05.1998" 7.943282e-09    3.046   0.0251   4.545  54.25  0.24880 0.016594 4.031706e-02    2.811652   1.2985619  0.16057769   29.35174 151.9000  0.082
"249" 11736008 117 "UpperLLobregat" "UpperLLobregat" "01.08.1998" 1.659587e-08    6.616   1.4830   8.031  66.30  0.50690 0.036790 3.356134e-01    7.385114   2.4587495  0.42820717   75.05676 165.0000  2.563
"250" 11736039 117 "UpperLLobregat" "UpperLLobregat" "01.09.1998" 6.918310e-09    5.319   0.9388   6.995  61.21  0.38320 0.028933 1.757475e-01    6.244220   2.3037225  0.29439243   44.70239 170.2000  1.331
"251" 11736069 117 "UpperLLobregat" "UpperLLobregat" "01.10.1998" 4.897788e-09    5.212   0.9156   6.250  65.32  0.36500 0.028342 5.193258e-02    7.340349   0.8671342  0.57540339   40.67905 172.9000  1.857
"252" 11736100 117 "UpperLLobregat" "UpperLLobregat" "01.11.1998" 8.912509e-09    5.882   1.0500   6.835  65.10  0.37080 0.035162 2.132246e-01    6.072275   0.9529842  0.06690737   36.85341 174.2000  1.206
"253" 11736130 117 "UpperLLobregat" "UpperLLobregat" "01.12.1998" 1.584893e-08    6.188   1.2560   7.569  65.67  0.40780 0.035963 2.012612e-01    6.895992   3.1684476  0.26762948   69.52511 174.2000  1.726
"254" 11736161 117 "UpperLLobregat" "UpperLLobregat" "01.01.1999" 6.918310e-09    7.505   1.6490  12.790  93.50  0.77320 0.046441 4.301823e-02  122.665976   2.3478766  0.26762948   43.85313 207.2000  1.157
"255"  7835582  78 "UpperLLobregat" "UpperLLobregat" "01.06.1997" 6.309573e-09   23.260   1.9900   8.010  80.35  1.04884 0.023220 8.017757e-02   31.619371   1.6235991  0.06690737   92.78797 161.6967  1.470
"256"  7835612  78 "UpperLLobregat" "UpperLLobregat" "01.07.1997" 7.943282e-09   26.170   1.7920   9.223  75.83  1.00880 0.291140 7.165090e-02   33.059837   1.3438600  0.04014300   67.54595 186.1316  2.057
"257"  7835643  78 "UpperLLobregat" "UpperLLobregat" "01.08.1997" 6.309573e-09   22.220   2.1470   9.627  81.48  0.94530 0.049084 1.498757e-01   29.991948   1.7016740  0.18734064   71.90986 209.2964  1.016
"258"  7835674  78 "UpperLLobregat" "UpperLLobregat" "01.09.1997" 6.309573e-09   30.360   1.0940   9.572  83.12  0.90990 0.169945 2.203501e-02   45.902725   1.9613644  0.05352590   70.16333 201.1176  2.583
"259"  7835704  78 "UpperLLobregat" "UpperLLobregat" "01.10.1997" 1.778279e-09   36.950   0.8293   9.857  71.46  0.80030 0.035056 1.460894e-02   56.864199   1.7611587  0.14719622   71.31060 185.4800  1.967
"260"  7835735  78 "UpperLLobregat" "UpperLLobregat" "01.11.1997" 1.174898e-08   67.340   2.2590   9.684  80.63  1.08600 0.105982 1.787398e-01  108.139744   0.6733286  0.06690737   96.16109 180.4500  1.303
"261"  7835765  78 "UpperLLobregat" "UpperLLobregat" "01.12.1997" 9.840111e-09   61.700   2.0600   9.915  85.94  1.03200 0.043852 8.320580e-02   87.199413   1.4950736  0.09367032   82.01336 193.1900  2.125
"262"  7835796  78 "UpperLLobregat" "UpperLLobregat" "01.01.1998" 3.388442e-08   54.030   1.3170   9.904  89.48  1.10850 0.035769 6.348325e-02   75.487674   1.4451016  0.05352590   88.83856 182.7600  2.141
"263"  7835827  78 "UpperLLobregat" "UpperLLobregat" "01.02.1998" 1.148154e-08   29.920   2.0100   9.580  78.89  1.00600 0.029838 2.025012e-01   32.250033   1.4059273  0.05352590   80.98388 215.3000  1.916
"264"  7835855  78 "UpperLLobregat" "UpperLLobregat" "01.03.1998" 7.244360e-09   30.640   1.2970   9.453  78.46  0.94850 0.029400 5.195124e-02   37.758440   1.2156589  0.08028885   64.74060 182.9000  2.095
